traffic_volume,temp,rain_1h,snow_1h,clouds_all,month,hour,weather_main,weather_description,weekend,holiday
444.0,289.4,0.0,0.0,1.0,7,1,6,12,0,0
704.7240324044258,287.6564619007016,0.0,0.005949173247063154,54.237647884199085,7,2,0,24,0,0
0.0,289.42882682930116,0.10898848953695191,0.003536545481200556,50.50712563189237,7,3,6,16,0,0
642.1059891065636,289.98103580023184,0.0,0.0,67.18963223265537,7,4,1,1,0,0
1446.8781593848726,290.204725620288,0.4252986285090081,0.0,24.29878105662553,7,5,6,0,0,0
0.0,290.691226735998,1.2520381050017293,0.0,0.0,7,6,1,12,0,0
0.0,290.8648771216012,0.8212318118075839,0.0,2.660417098745638,7,7,1,1,0,0
109.38364677438938,291.33423461008977,1.2094049200904964,0.0,22.189840978377184,7,8,1,24,0,0
0.0,290.93053737058216,0.9531118902042875,0.0,7.376002700513634,7,9,0,3,0,0
0.0,292.0738363277106,0.9870837143621917,0.0,0.0,7,10,6,24,0,0
0.0,291.5051480921107,1.2824529673564196,0.0,0.0,7,11,5,18,0,0
752.4362804976249,290.52644210451587,0.5615129943224079,0.0,20.213911994326256,7,12,1,24,0,0
1417.9357331049546,288.69442242930296,0.0,0.0,23.201295916909935,7,13,1,23,0,0
1474.4333529446806,288.43684918225443,0.6227619816728227,0.0031819146676494367,31.576075331538654,7,14,5,24,0,0
2438.9308901683494,289.8101803423818,0.13636007195035899,0.007235450768503734,39.05393408861194,7,15,6,20,0,0
2838.9443091631915,289.3146443009611,1.0552760694230714,0.0026197916472153375,52.86536376832998,7,16,0,24,0,0
2103.710839092533,287.820996232631,0.0,0.0057860514603708755,52.58565300980224,7,17,6,10,0,0
2419.2238108490324,288.1296056996044,0.6716508397054739,0.0,61.55369781447121,7,18,0,1,0,0
1598.7783717812401,287.4241777823708,0.6775698540207182,0.00566281990781082,70.09459626813336,7,19,6,2,0,0
2350.403797596854,289.1017155737703,0.6103791124376031,0.012496264219007396,22.733275076649626,7,20,5,27,0,0
2307.6858611940424,290.26603558446294,0.7162021594803192,0.011268710515479513,37.79915171526602,7,21,8,24,0,0
2149.512709553919,288.88902896041844,0.0,0.008707922507010668,42.796778141721646,7,22,1,24,0,0
1566.8912931785142,288.70061509386665,0.8057356598753868,0.0,44.468730849334385,7,23,1,18,0,0
2612.93015603803,287.88228327974883,0.49675284550184934,0.0,19.046013764656,7,0,5,24,0,0
2480.710623995998,286.6248837619347,0.0,0.0038242374614928837,10.675912790213431,7,1,0,24,0,0
2114.2219549808933,286.5642790871455,1.5543134512663346,0.0059256631938517206,7.25965059450725,7,2,1,3,0,0
