traffic_volume,temp,rain_1h,snow_1h,clouds_all,month,hour,weather_main,weather_description,weekend,holiday
0.0,291.79601045328144,0.25522213105260966,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0
369.26178968608366,285.281770994582,0.0,0.0,12.825642601928713,7.0,2.0,0.0,24.0,0.0,0.0
704.5680270144909,290.9450985905872,0.18522496955180054,0.0014828126371101919,0.0,7.0,3.0,6.0,12.0,0.0,0.0
1369.3123939156446,286.62893303885676,0.02524912549603919,0.0008318995480820627,0.0,7.0,4.0,0.0,24.0,0.0,0.0
2951.4239303502086,285.98015845774574,0.0,0.0,5.257887288903384,7.0,5.0,0.0,24.0,0.0,0.0
5569.145930676482,288.4355832282144,0.025727646879786518,0.0024227117599104914,9.417778523433135,7.0,6.0,0.0,24.0,0.0,0.0
6844.005085039638,283.74556739620454,0.030781233876348575,0.0007066907980423806,50.056925845482056,7.0,7.0,1.0,1.0,0.0,0.0
5179.946879610389,283.70531406055335,0.0,0.0,34.79410650476514,7.0,8.0,1.0,23.0,0.0,0.0
3948.7920297749056,291.33901401282185,0.22301990097414534,0.0,30.134336028486775,7.0,9.0,1.0,23.0,0.0,0.0
3834.280635148613,286.6968534494904,0.0,0.0,35.82746703915253,7.0,10.0,1.0,23.0,0.0,0.0
4055.33662143425,292.7972563084276,0.0,0.0,66.79557869490638,7.0,11.0,1.0,1.0,0.0,0.0
4507.105526652567,295.4873859654368,0.11125929768995754,0.0,8.099538826499781,7.0,12.0,0.0,24.0,0.0,0.0
4695.414302328021,297.18596843111646,0.0,0.0,3.449562619269352,7.0,13.0,0.0,24.0,0.0,0.0
4751.1812384953855,290.6377757663122,0.0,0.0,0.0,7.0,14.0,0.0,24.0,0.0,0.0
5086.219077492563,293.9789614728151,0.03395781691028354,0.0,0.0,7.0,15.0,0.0,24.0,0.0,0.0
6678.943537694144,292.9160691437433,0.1763588561271083,0.0,0.0,7.0,16.0,0.0,24.0,0.0,0.0
5799.671005034929,299.1162427120839,0.0,0.0,0.0,7.0,17.0,0.0,24.0,0.0,0.0
4504.772663026233,294.55685984524683,0.0,0.0009497972247066058,0.0,7.0,18.0,0.0,24.0,0.0,0.0
2714.5729633323904,292.6048045239063,0.019979583590550642,0.0,9.627126167418057,7.0,19.0,0.0,24.0,0.0,0.0
2738.0075751974355,290.2670913664322,0.0,0.0,3.4431613789663458,7.0,20.0,0.0,24.0,0.0,0.0
2908.6655895511067,289.23024808970615,0.025408288606651824,0.0,7.811788038843666,7.0,21.0,0.0,24.0,0.0,0.0
2492.846796296127,285.86943288135524,0.0060199820654478825,0.0,17.30342807414309,7.0,22.0,0.0,24.0,0.0,0.0
2458.3015735654444,289.4472901244132,0.05122380316384032,0.0,18.96477241680211,7.0,23.0,0.0,24.0,0.0,0.0
863.6756861494241,285.5930732554973,0.0,0.0007604473013447432,0.0,7.0,0.0,0.0,24.0,0.0,0.0
463.6987333635974,285.85368121258915,0.0,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0
900.7635397385401,286.1609083517285,0.0,0.0,12.038779315431324,7.0,2.0,0.0,24.0,0.0,0.0
743.1484539130865,285.5042869908487,0.08844097925184305,0.0,0.0,7.0,3.0,0.0,24.0,0.0,0.0
